Entity,Code,Year,Coal (% growth)
Croatia,HRV,1996,-18.12
Croatia,HRV,1997,70
Croatia,HRV,1998,-4.392
Croatia,HRV,1999,-11.308
Croatia,HRV,2000,109.282
Croatia,HRV,2001,11.319
Croatia,HRV,2002,21.556
Croatia,HRV,2003,11.218
Croatia,HRV,2004,6.19
Croatia,HRV,2005,-0.903
Croatia,HRV,2006,-7.167
Croatia,HRV,2007,8.567
Croatia,HRV,2008,2.91
Croatia,HRV,2009,-28.54
Croatia,HRV,2010,34.729
Croatia,HRV,2011,2.933
Croatia,HRV,2012,-10.32
Croatia,HRV,2013,7.134
Croatia,HRV,2014,-4.215
Croatia,HRV,2015,-6.337
Croatia,HRV,2016,7.473
Croatia,HRV,2017,-39.732
Croatia,HRV,2018,-6.895
Croatia,HRV,2019,15.341
Croatia,HRV,2020,-17.134
Cyprus,CYP,1986,-38.71
Cyprus,CYP,1987,112.281
Cyprus,CYP,1988,-39.669
Cyprus,CYP,1989,-10.959
Cyprus,CYP,1990,-6.154
Cyprus,CYP,1991,-26.23
Cyprus,CYP,1992,84.444
Cyprus,CYP,1993,-15.663
Cyprus,CYP,1994,37.143
Cyprus,CYP,1995,11.458
Cyprus,CYP,1996,-6.542
Cyprus,CYP,1997,-24
Cyprus,CYP,1998,-81.579
Cyprus,CYP,1999,71.429
Cyprus,CYP,2000,50
Cyprus,CYP,2001,47.222
Cyprus,CYP,2002,-16.981
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,-31.416
Cyprus,CYP,2007,-9.186
Cyprus,CYP,2008,-18.206
Cyprus,CYP,2009,-46.991
Cyprus,CYP,2010,23.329
Cyprus,CYP,2011,-52.964
Cyprus,CYP,2012,-96.535
Cyprus,CYP,2013,0
Cyprus,CYP,2014,828
Cyprus,CYP,2015,50.071
Cyprus,CYP,2016,-86.644
Cyprus,CYP,2017,571.403
Cyprus,CYP,2018,356.342
Cyprus,CYP,2019,22.771
Cyprus,CYP,2020,-16.597
Czechia,CZE,1966,-0.294
Czechia,CZE,1967,-3.293
Czechia,CZE,1968,3.514
Czechia,CZE,1969,3.937
Czechia,CZE,1970,1.236
Czechia,CZE,1971,4.186
Czechia,CZE,1972,-1.426
Czechia,CZE,1973,-2.149
Czechia,CZE,1974,-0.37
Czechia,CZE,1975,2.135
Czechia,CZE,1976,1.951
Czechia,CZE,1977,2.161
Czechia,CZE,1978,0.39
Czechia,CZE,1979,0.03
Czechia,CZE,1980,-3.097
Czechia,CZE,1981,-0.406
Czechia,CZE,1982,0.776
Czechia,CZE,1983,-0.562
Czechia,CZE,1984,1.884
Czechia,CZE,1985,-2.171
Czechia,CZE,1986,-0.452
Czechia,CZE,1987,-1.163
Czechia,CZE,1988,1.172
Czechia,CZE,1989,-3.85
Czechia,CZE,1990,-18.745
Czechia,CZE,1991,-8.392
Czechia,CZE,1992,-6.624
Czechia,CZE,1993,-2.718
Czechia,CZE,1994,-5.354
Czechia,CZE,1995,0.094
Czechia,CZE,1996,-0.222
Czechia,CZE,1997,-6.041
Czechia,CZE,1998,-7.305
Czechia,CZE,1999,-8.885
Czechia,CZE,2000,14.25
Czechia,CZE,2001,-1.859
Czechia,CZE,2002,-1.858
Czechia,CZE,2003,1.637
Czechia,CZE,2004,0.152
Czechia,CZE,2005,-3.386
Czechia,CZE,2006,3.542
Czechia,CZE,2007,-0.19
Czechia,CZE,2008,-5.161
Czechia,CZE,2009,-7.629
Czechia,CZE,2010,3.216
Czechia,CZE,2011,-1.553
Czechia,CZE,2012,-4.112
Czechia,CZE,2013,-4.678
Czechia,CZE,2014,-3.088
Czechia,CZE,2015,-0.302
Czechia,CZE,2016,0.709
Czechia,CZE,2017,-5.165
Czechia,CZE,2018,-0.624
Czechia,CZE,2019,-7.194
Czechia,CZE,2020,-18.765
Denmark,DNK,1966,13.337
Denmark,DNK,1967,-14.385
Denmark,DNK,1968,-10.4
Denmark,DNK,1969,-8.659
Denmark,DNK,1970,-20.015
Denmark,DNK,1971,-38.804
Denmark,DNK,1972,2.163
Denmark,DNK,1973,53.268
Denmark,DNK,1974,-5.536
Denmark,DNK,1975,-3.523
Denmark,DNK,1976,38.934
Denmark,DNK,1977,15.035
Denmark,DNK,1978,10.172
Denmark,DNK,1979,19.255
Denmark,DNK,1980,42.718
Denmark,DNK,1981,-20.076
Denmark,DNK,1982,20.629
Denmark,DNK,1983,-4.5
Denmark,DNK,1984,5.401
Denmark,DNK,1985,21.884
Denmark,DNK,1986,1.154
Denmark,DNK,1987,-1.841
Denmark,DNK,1988,-6.435
Denmark,DNK,1989,-17.816
Denmark,DNK,1990,9.701
Denmark,DNK,1991,35.634
Denmark,DNK,1992,-16.705
Denmark,DNK,1993,4.898
Denmark,DNK,1994,7.537
Denmark,DNK,1995,-16.407
Denmark,DNK,1996,37.455
Denmark,DNK,1997,-25.66
Denmark,DNK,1998,-15.013
Denmark,DNK,1999,-15.99
Denmark,DNK,2000,-16.112
Denmark,DNK,2001,5.701
Denmark,DNK,2002,0.119
Denmark,DNK,2003,36.439
Denmark,DNK,2004,-23.348
Denmark,DNK,2005,-15.627
Denmark,DNK,2006,51.744
Denmark,DNK,2007,-17.318
Denmark,DNK,2008,-11.927
Denmark,DNK,2009,-1.619
Denmark,DNK,2010,-4.926
Denmark,DNK,2011,-15.51
Denmark,DNK,2012,-23.625
Denmark,DNK,2013,30.844
Denmark,DNK,2014,-18.841
Denmark,DNK,2015,-34.191
Denmark,DNK,2016,21.162
Denmark,DNK,2017,-25.19
Denmark,DNK,2018,1.845
Denmark,DNK,2019,-43.001
Denmark,DNK,2020,-14.092
Eastern Africa,,1966,16.363
Eastern Africa,,1967,0.977
Eastern Africa,,1968,5.393
Eastern Africa,,1969,-2.997
Eastern Africa,,1970,13.226
Eastern Africa,,1971,1.952
Eastern Africa,,1972,-6.702
Eastern Africa,,1973,9.831
Eastern Africa,,1974,-7.927
Eastern Africa,,1975,-9.123
Eastern Africa,,1976,32.028
Eastern Africa,,1977,-18.531
Eastern Africa,,1978,-2.183
Eastern Africa,,1979,-1.83
Eastern Africa,,1980,3.987
Eastern Africa,,1981,-6.091
Eastern Africa,,1982,-3.444
Eastern Africa,,1983,10.742
Eastern Africa,,1984,-5.793
Eastern Africa,,1985,6.714
Eastern Africa,,1986,15.973
Eastern Africa,,1987,18.612
Eastern Africa,,1988,0.676
Eastern Africa,,1989,-1.661
Eastern Africa,,1990,41.487
Eastern Africa,,1991,-17.883
Eastern Africa,,1992,2.262
Eastern Africa,,1993,20.522
Eastern Africa,,1994,-10.506
Eastern Africa,,1995,-2.689
Eastern Africa,,1996,-7.354
Eastern Africa,,1997,11.036
Eastern Africa,,1998,-5.284
Eastern Africa,,1999,-14.903
Eastern Africa,,2000,-7.364
Eastern Africa,,2001,5.859
Eastern Africa,,2002,-5.186
Eastern Africa,,2003,-17.915
Eastern Africa,,2004,22.415
Eastern Africa,,2005,-7.876
Eastern Africa,,2006,-18.553
Eastern Africa,,2007,3.54
Eastern Africa,,2008,-25.84
Eastern Africa,,2009,14.591
Eastern Africa,,2010,31.986
Eastern Africa,,2011,12.036
Eastern Africa,,2012,-17.71
Eastern Africa,,2013,51.106
Eastern Africa,,2014,53.97
Eastern Africa,,2015,-15.841
Eastern Africa,,2016,-18.474
Eastern Africa,,2017,21.697
Eastern Africa,,2018,14.93
Eastern Africa,,2019,-15.227
Eastern Africa,,2020,3.952
Egypt,EGY,1966,-32.01
Egypt,EGY,1967,54.015
Egypt,EGY,1968,4.028
Egypt,EGY,1969,7.973
Egypt,EGY,1970,-7.806
Egypt,EGY,1971,-17.938
Egypt,EGY,1972,-11.509
Egypt,EGY,1973,-12.898
Egypt,EGY,1974,74.61
Egypt,EGY,1975,19.514
Egypt,EGY,1976,-2.189
Egypt,EGY,1977,14.05
Egypt,EGY,1978,-4.201
Egypt,EGY,1979,10.921
Egypt,EGY,1980,-19.492
Egypt,EGY,1981,28.885
Egypt,EGY,1982,3.338
Egypt,EGY,1983,-5.148
Egypt,EGY,1984,1.405
Egypt,EGY,1985,5.586
Egypt,EGY,1986,0.546
Egypt,EGY,1987,5.787
Egypt,EGY,1988,9.314
Egypt,EGY,1989,2.344
Egypt,EGY,1990,-14.327
Egypt,EGY,1991,2.925
Egypt,EGY,1992,2.438
Egypt,EGY,1993,20.457
Egypt,EGY,1994,7.624
Egypt,EGY,1995,-33.089
Egypt,EGY,1996,37.442
Egypt,EGY,1997,-15.364
Egypt,EGY,1998,-1.621
Egypt,EGY,1999,-9.1
Egypt,EGY,2000,20.382
Egypt,EGY,2001,-12.032
Egypt,EGY,2002,7.279
Egypt,EGY,2003,3.688
Egypt,EGY,2004,2.208
Egypt,EGY,2005,-2.16
Egypt,EGY,2006,0.056
Egypt,EGY,2007,-9.096
Egypt,EGY,2008,-10.011
Egypt,EGY,2009,-11.119
Egypt,EGY,2010,-25.026
Egypt,EGY,2011,-5.005
Egypt,EGY,2012,-11.403
Egypt,EGY,2013,-1.204
Egypt,EGY,2014,0.823
Egypt,EGY,2015,105.992
Egypt,EGY,2016,52.051
Egypt,EGY,2017,-1.54
Egypt,EGY,2018,78.956
Egypt,EGY,2019,-8.118
Egypt,EGY,2020,-61.969
Estonia,EST,1986,1.216
Estonia,EST,1987,0.863
Estonia,EST,1988,-4.609
Estonia,EST,1989,3.523
Estonia,EST,1990,-4.807
Estonia,EST,1991,-10.54
Estonia,EST,1992,-12.615
Estonia,EST,1993,-26.53
Estonia,EST,1994,1.037
Estonia,EST,1995,-2.551
Estonia,EST,1996,3.963
Estonia,EST,1997,-0.948
Estonia,EST,1998,-9.335
Estonia,EST,1999,-8.977
Estonia,EST,2000,5.643
Estonia,EST,2001,-1.376
Estonia,EST,2002,-2.488
Estonia,EST,2003,15.63
Estonia,EST,2004,2.549
Estonia,EST,2005,-4.133
Estonia,EST,2006,-5.235
Estonia,EST,2007,20.537
Estonia,EST,2008,-4.801
Estonia,EST,2009,-9.223
Estonia,EST,2010,28.045
Estonia,EST,2011,6.668
Estonia,EST,2012,-6.436
Estonia,EST,2013,7.385
Estonia,EST,2014,0.883
Estonia,EST,2015,-9.555
Estonia,EST,2016,1.03
Estonia,EST,2017,10.356
Estonia,EST,2018,7.765
Estonia,EST,2019,-35.565
Estonia,EST,2020,-21.477
Europe,,1966,-4.054
Europe,,1967,-3.241
Europe,,1968,1.544
Europe,,1969,1.307
Europe,,1970,-1.643
Europe,,1971,-4.279
Europe,,1972,-3.396
Europe,,1973,1.59
Europe,,1974,-0.908
Europe,,1975,-2.344
Europe,,1976,4.719
Europe,,1977,-0.247
Europe,,1978,1.847
Europe,,1979,4.36
Europe,,1980,1.872
Europe,,1981,-1.694
Europe,,1982,0.562
Europe,,1983,1.392
Europe,,1984,-0.17
Europe,,1985,22.903
Europe,,1986,-0.848
Europe,,1987,0.805
Europe,,1988,-2.057
Europe,,1989,-1.242
Europe,,1990,-4.865
Europe,,1991,-5.789
Europe,,1992,-5.808
Europe,,1993,-6.592
Europe,,1994,-5.746
Europe,,1995,-1.071
Europe,,1996,-2.845
Europe,,1997,-2.742
Europe,,1998,-2.713
Europe,,1999,-5.531
Europe,,2000,2.905
Europe,,2001,-0.913
Europe,,2002,-0.053
Europe,,2003,3.979
Europe,,2004,-1.655
Europe,,2005,-2.369
Europe,,2006,4.705
Europe,,2007,1.302
Europe,,2008,-5.662
Europe,,2009,-10.426
Europe,,2010,4.523
Europe,,2011,4.241
Europe,,2012,2.241
Europe,,2013,-3.294
Europe,,2014,-6.086
Europe,,2015,-4.267
Europe,,2016,-3.621
Europe,,2017,-3.425
Europe,,2018,-2.447
Europe,,2019,-13.708
Europe,,2020,-15.594
European Union (27),,1966,-3.955
European Union (27),,1967,-1.92
European Union (27),,1968,1.847
European Union (27),,1969,2.384
European Union (27),,1970,-0.829
European Union (27),,1971,-2.852
European Union (27),,1972,-1.507
European Union (27),,1973,0.116
European Union (27),,1974,1.276
European Union (27),,1975,-3.221
European Union (27),,1976,5.291
European Union (27),,1977,-0.39
European Union (27),,1978,2.474
European Union (27),,1979,3.585
European Union (27),,1980,3.708
European Union (27),,1981,-2.505
European Union (27),,1982,1.559
European Union (27),,1983,0.867
European Union (27),,1984,3.751
European Union (27),,1985,2.791
European Union (27),,1986,-2.525
European Union (27),,1987,0.94
European Union (27),,1988,-1.302
European Union (27),,1989,0.252
European Union (27),,1990,-9.048
European Union (27),,1991,-5.772
European Union (27),,1992,-6.899
European Union (27),,1993,-4.461
European Union (27),,1994,-2.308
European Union (27),,1995,-1.232
European Union (27),,1996,0.21
European Union (27),,1997,-2.991
European Union (27),,1998,-4.464
European Union (27),,1999,-4.72
European Union (27),,2000,1.361
European Union (27),,2001,-0.264
European Union (27),,2002,0.549
European Union (27),,2003,3.407
European Union (27),,2004,-1.727
European Union (27),,2005,-3.317
European Union (27),,2006,2.714
European Union (27),,2007,0.911
European Union (27),,2008,-7.267
European Union (27),,2009,-11.276
European Union (27),,2010,4.856
European Union (27),,2011,2.946
European Union (27),,2012,-0.432
European Union (27),,2013,-1.917
European Union (27),,2014,-4.739
European Union (27),,2015,-0.145
European Union (27),,2016,-4.03
European Union (27),,2017,-1.514
European Union (27),,2018,-4.307
European Union (27),,2019,-18.999
European Union (27),,2020,-19.222
Finland,FIN,1966,-7.183
Finland,FIN,1967,-3.79
Finland,FIN,1968,20.433
Finland,FIN,1969,19.962
Finland,FIN,1970,1.643
Finland,FIN,1971,-11.247
Finland,FIN,1972,10.935
Finland,FIN,1973,10.988
Finland,FIN,1974,1.906
Finland,FIN,1975,-9.398
Finland,FIN,1976,34.751
Finland,FIN,1977,0.833
Finland,FIN,1978,34.797
Finland,FIN,1979,-3.628
Finland,FIN,1980,13.474
Finland,FIN,1981,-38.545
Finland,FIN,1982,10.918
Finland,FIN,1983,8.62
Finland,FIN,1984,15.174
Finland,FIN,1985,26.742
Finland,FIN,1986,-8.566
Finland,FIN,1987,12.009
Finland,FIN,1988,0.123
Finland,FIN,1989,-2.174
Finland,FIN,1990,5.293
Finland,FIN,1991,-0.124
Finland,FIN,1992,-8.982
Finland,FIN,1993,14.315
Finland,FIN,1994,21.774
Finland,FIN,1995,-11.542
Finland,FIN,1996,19.156
Finland,FIN,1997,-5.283
Finland,FIN,1998,-17.938
Finland,FIN,1999,-3.106
Finland,FIN,2000,-5.26
Finland,FIN,2001,20.851
Finland,FIN,2002,8.657
Finland,FIN,2003,24.809
Finland,FIN,2004,-10.161
Finland,FIN,2005,-35.76
Finland,FIN,2006,56.164
Finland,FIN,2007,-5.572
Finland,FIN,2008,-23.735
Finland,FIN,2009,0.719
Finland,FIN,2010,26.301
Finland,FIN,2011,-18.761
Finland,FIN,2012,-18.116
Finland,FIN,2013,10.552
Finland,FIN,2014,-10.366
Finland,FIN,2015,-14.646
Finland,FIN,2016,14.674
Finland,FIN,2017,-8.396
Finland,FIN,2018,4.793
Finland,FIN,2019,-16.012
Finland,FIN,2020,-10.204
France,FRA,1966,-7.341
France,FRA,1967,-1.295
France,FRA,1968,-3.836
France,FRA,1969,0.105
France,FRA,1970,-4.823
France,FRA,1971,-8.368
France,FRA,1972,-11.05
France,FRA,1973,-1.087
France,FRA,1974,1.22
France,FRA,1975,-12.329
France,FRA,1976,17.573
France,FRA,1977,-3.688
France,FRA,1978,4.335
France,FRA,1979,8.602
France,FRA,1980,-2.091
France,FRA,1981,-8.85
France,FRA,1982,2.254
France,FRA,1983,-9.504
France,FRA,1984,-4.376
France,FRA,1985,-2.945
France,FRA,1986,-17.343
France,FRA,1987,-8.978
France,FRA,1988,-2.343
France,FRA,1989,8.873
France,FRA,1990,-2.665
France,FRA,1991,6.424
France,FRA,1992,-11.826
France,FRA,1993,-18.294
France,FRA,1994,-1.648
France,FRA,1995,2.374
France,FRA,1996,6.548
France,FRA,1997,-12.42
France,FRA,1998,18.933
France,FRA,1999,-10.449
France,FRA,2000,-2.766
France,FRA,2001,-12.487
France,FRA,2002,3.067
France,FRA,2003,6.305
France,FRA,2004,-4.805
France,FRA,2005,3.854
France,FRA,2006,-7.598
France,FRA,2007,3.528
France,FRA,2008,-6.024
France,FRA,2009,-10.954
France,FRA,2010,7.072
France,FRA,2011,-15.137
France,FRA,2012,13.286
France,FRA,2013,4.502
France,FRA,2014,-25.314
France,FRA,2015,-0.571
France,FRA,2016,-2.347
France,FRA,2017,9.156
France,FRA,2018,-10.521
France,FRA,2019,-21.863
France,FRA,2020,-27.743
Germany,DEU,1966,-6.64
Germany,DEU,1967,-3.669
Germany,DEU,1968,1.435
Germany,DEU,1969,2.962
Germany,DEU,1970,-1.251
Germany,DEU,1971,-4.303
Germany,DEU,1972,-2.382
Germany,DEU,1973,0.325
Germany,DEU,1974,0.43
Germany,DEU,1975,-9.408
Germany,DEU,1976,5.564
Germany,DEU,1977,-3.962
Germany,DEU,1978,1.3
Germany,DEU,1979,5.815
Germany,DEU,1980,2.302
Germany,DEU,1981,1.676
Germany,DEU,1982,-2.383
Germany,DEU,1983,3.646
Germany,DEU,1984,3.21
Germany,DEU,1985,-0.53
Germany,DEU,1986,-5.508
Germany,DEU,1987,-0.411
Germany,DEU,1988,-1.178
Germany,DEU,1989,1.592
Germany,DEU,1990,-6.732
Germany,DEU,1991,-12.166
Germany,DEU,1992,-9.608
Germany,DEU,1993,-5.659
Germany,DEU,1994,-2.996
Germany,DEU,1995,-5.175
Germany,DEU,1996,-0.431
Germany,DEU,1997,-3.105
Germany,DEU,1998,-2.39
Germany,DEU,1999,-3.721
Germany,DEU,2000,3.821
Germany,DEU,2001,0.286
Germany,DEU,2002,0.222
Germany,DEU,2003,1.652
Germany,DEU,2004,-2.517
Germany,DEU,2005,-4.324
Germany,DEU,2006,4.011
Germany,DEU,2007,2.54
Germany,DEU,2008,-7.585
Germany,DEU,2009,-10.465
Germany,DEU,2010,7.417
Germany,DEU,2011,1.631
Germany,DEU,2012,2.776
Germany,DEU,2013,2.919
Germany,DEU,2014,-3.893
Germany,DEU,2015,-1.171
Germany,DEU,2016,-2.745
Germany,DEU,2017,-6.068
Germany,DEU,2018,-3.498
Germany,DEU,2019,-22.62
Germany,DEU,2020,-17.942
Greece,GRC,1966,-0.19
Greece,GRC,1967,-4.422
Greece,GRC,1968,12.935
Greece,GRC,1969,-3.216
Greece,GRC,1970,15.066
Greece,GRC,1971,47.389
Greece,GRC,1972,6.817
Greece,GRC,1973,17.613
Greece,GRC,1974,5.319
Greece,GRC,1975,30.953
Greece,GRC,1976,18.169
Greece,GRC,1977,6.357
Greece,GRC,1978,-11.08
Greece,GRC,1979,-45.1
Greece,GRC,1980,0
Greece,GRC,1981,-1.01
Greece,GRC,1982,1.53
Greece,GRC,1983,22.633
Greece,GRC,1984,6.78
Greece,GRC,1985,15.96
Greece,GRC,1986,-4.566
Greece,GRC,1987,14.162
Greece,GRC,1988,12.238
Greece,GRC,1989,7.508
Greece,GRC,1990,1.41
Greece,GRC,1991,-3.793
Greece,GRC,1992,4.344
Greece,GRC,1993,-0.044
Greece,GRC,1994,0.215
Greece,GRC,1995,-0.336
Greece,GRC,1996,-2.72
Greece,GRC,1997,7.697
Greece,GRC,1998,4.613
Greece,GRC,1999,-3.809
Greece,GRC,2000,5.977
Greece,GRC,2001,3.362
Greece,GRC,2002,-3.789
Greece,GRC,2003,0.538
Greece,GRC,2004,2.507
Greece,GRC,2005,-1.357
Greece,GRC,2006,-7.909
Greece,GRC,2007,5.434
Greece,GRC,2008,-5.87
Greece,GRC,2009,1.071
Greece,GRC,2010,-6.635
Greece,GRC,2011,0.376
Greece,GRC,2012,3.059
Greece,GRC,2013,-14.154
Greece,GRC,2014,-3.893
Greece,GRC,2015,-16.207
Greece,GRC,2016,-22.537
Greece,GRC,2017,10.036
Greece,GRC,2018,-4.668
Greece,GRC,2019,13.295
Greece,GRC,2020,-47.194
Hong Kong,HKG,1966,-13.821
Hong Kong,HKG,1967,-19.811
Hong Kong,HKG,1968,-28.235
Hong Kong,HKG,1969,-40.984
Hong Kong,HKG,1970,-41.667
Hong Kong,HKG,1971,28.571
Hong Kong,HKG,1972,-51.852
Hong Kong,HKG,1973,-46.154
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,-14.286
Hong Kong,HKG,1976,33.333
Hong Kong,HKG,1977,-12.5
Hong Kong,HKG,1978,-28.571
Hong Kong,HKG,1979,-20
Hong Kong,HKG,1980,-50
Hong Kong,HKG,1981,1650
Hong Kong,HKG,1982,2457.143
Hong Kong,HKG,1983,134.86
Hong Kong,HKG,1984,30.542
Hong Kong,HKG,1985,23.797
Hong Kong,HKG,1986,15.72
Hong Kong,HKG,1987,25.312
Hong Kong,HKG,1988,15.692
Hong Kong,HKG,1989,7.142
Hong Kong,HKG,1990,-10.056
Hong Kong,HKG,1991,7.902
Hong Kong,HKG,1992,6.007
Hong Kong,HKG,1993,15.807
Hong Kong,HKG,1994,-28.564
Hong Kong,HKG,1995,7.793
Hong Kong,HKG,1996,-25.687
Hong Kong,HKG,1997,-15.614
Hong Kong,HKG,1998,24.31
Hong Kong,HKG,1999,-14.52
Hong Kong,HKG,2000,16.207
Hong Kong,HKG,2001,57.956
Hong Kong,HKG,2002,-22.211
Hong Kong,HKG,2003,26.822
Hong Kong,HKG,2004,-6.626
Hong Kong,HKG,2005,8.795
Hong Kong,HKG,2006,-0.16
Hong Kong,HKG,2007,9.11
Hong Kong,HKG,2008,-8.364
Hong Kong,HKG,2009,4.423
Hong Kong,HKG,2010,-13.003
Hong Kong,HKG,2011,18.95
Hong Kong,HKG,2012,-1.567
Hong Kong,HKG,2013,6.58
Hong Kong,HKG,2014,4.813
Hong Kong,HKG,2015,-17.762
Hong Kong,HKG,2016,-0.007
Hong Kong,HKG,2017,-6.326
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,-1.643
Hong Kong,HKG,2020,-46.731
Hungary,HUN,1966,-4.097
Hungary,HUN,1967,-13.247
Hungary,HUN,1968,-1.3
Hungary,HUN,1969,1.496
Hungary,HUN,1970,1.628
Hungary,HUN,1971,-3.203
Hungary,HUN,1972,-2.817
Hungary,HUN,1973,0.518
Hungary,HUN,1974,-4.623
Hungary,HUN,1975,-4.728
Hungary,HUN,1976,1.322
Hungary,HUN,1977,1.715
Hungary,HUN,1978,-0.098
Hungary,HUN,1979,0.771
Hungary,HUN,1980,-1.942
Hungary,HUN,1981,0.483
Hungary,HUN,1982,4.263
Hungary,HUN,1983,-5.991
Hungary,HUN,1984,-2.69
Hungary,HUN,1985,-1.782
Hungary,HUN,1986,-1.17
Hungary,HUN,1987,-0.053
Hungary,HUN,1988,-5.645
Hungary,HUN,1989,-10.428
Hungary,HUN,1990,-3.004
Hungary,HUN,1991,-6.879
Hungary,HUN,1992,-9.82
Hungary,HUN,1993,-9.92
Hungary,HUN,1994,-5.137
Hungary,HUN,1995,-1.635
Hungary,HUN,1996,-1.247
Hungary,HUN,1997,-4.477
Hungary,HUN,1998,-2.957
Hungary,HUN,1999,4.104
Hungary,HUN,2000,-6.597
Hungary,HUN,2001,-4.986
Hungary,HUN,2002,-3.515
Hungary,HUN,2003,2.336
Hungary,HUN,2004,-5.18
Hungary,HUN,2005,-11.069
Hungary,HUN,2006,0.38
Hungary,HUN,2007,1.695
Hungary,HUN,2008,-2.864
Hungary,HUN,2009,-15.8
Hungary,HUN,2010,5.355
Hungary,HUN,2011,0.763
Hungary,HUN,2012,-3.785
Hungary,HUN,2013,-12.442
Hungary,HUN,2014,-1.151
Hungary,HUN,2015,3.635
Hungary,HUN,2016,-6.316
Hungary,HUN,2017,2.214
Hungary,HUN,2018,-5.392
Hungary,HUN,2019,-13.436
Hungary,HUN,2020,-6.396
Iceland,ISL,1966,-26.367
Iceland,ISL,1967,-23.144
Iceland,ISL,1968,-21.022
Iceland,ISL,1969,-29.528
Iceland,ISL,1970,-33.179
Iceland,ISL,1971,-31.25
Iceland,ISL,1972,-27.778
Iceland,ISL,1973,-37.063
Iceland,ISL,1974,-19.444
Iceland,ISL,1975,-32.828
Iceland,ISL,1976,1.745
Iceland,ISL,1977,-8.88
Iceland,ISL,1978,-15.393
Iceland,ISL,1979,8538.586
Iceland,ISL,1980,33.333
Iceland,ISL,1981,70
Iceland,ISL,1982,-6.733
Iceland,ISL,1983,42.928
Iceland,ISL,1984,38.207
Iceland,ISL,1985,6.914
Iceland,ISL,1986,12.639
Iceland,ISL,1987,-20.239
Iceland,ISL,1988,0.838
Iceland,ISL,1989,6.83
Iceland,ISL,1990,-4.612
Iceland,ISL,1991,3.159
Iceland,ISL,1992,-21.225
Iceland,ISL,1993,3.297
Iceland,ISL,1994,-1.203
Iceland,ISL,1995,17.629
Iceland,ISL,1996,-0.944
Iceland,ISL,1997,3.719
Iceland,ISL,1998,-10.228
Iceland,ISL,1999,16.957
Iceland,ISL,2000,38.29
Iceland,ISL,2001,8.484
Iceland,ISL,2002,-0.389
Iceland,ISL,2003,-1.823
Iceland,ISL,2004,4.762
Iceland,ISL,2005,-4.545
Iceland,ISL,2006,2.381
Iceland,ISL,2007,6.977
Iceland,ISL,2008,-13.043
Iceland,ISL,2009,-7.5
Iceland,ISL,2010,5.405
Iceland,ISL,2011,0
Iceland,ISL,2012,2.308
Iceland,ISL,2013,15.038
Iceland,ISL,2014,-18.083
Iceland,ISL,2015,10.638
Iceland,ISL,2016,16.346
Iceland,ISL,2017,-0.826
Iceland,ISL,2018,0
Iceland,ISL,2019,-2.083
Iceland,ISL,2020,0
India,IND,1966,-0.24
India,IND,1967,1.666
India,IND,1968,3.468
India,IND,1969,6.228
India,IND,1970,-5.215
India,IND,1971,1.388
India,IND,1972,5.602
India,IND,1973,-1.333
India,IND,1974,12.874
India,IND,1975,7.497
India,IND,1976,4.131
India,IND,1977,4.684
India,IND,1978,-3.225
India,IND,1979,6.235
India,IND,1980,5.111
India,IND,1981,12.52
India,IND,1982,-1.11
India,IND,1983,6.151
India,IND,1984,5.04
India,IND,1985,4.776
India,IND,1986,7.446
India,IND,1987,9.812
India,IND,1988,7.308
India,IND,1989,8.694
India,IND,1990,8.143
India,IND,1991,6.415
India,IND,1992,5.919
India,IND,1993,3.572
India,IND,1994,3.2
India,IND,1995,6.136
India,IND,1996,2.873
India,IND,1997,4.58
India,IND,1998,3.321
India,IND,1999,-0.937
India,IND,2000,6.372
India,IND,2001,0.826
India,IND,2002,4.455
India,IND,2003,4.729
India,IND,2004,6.43
India,IND,2005,9.475
India,IND,2006,3.84
India,IND,2007,9.454
India,IND,2008,8.208
India,IND,2009,8.182
India,IND,2010,3.388
India,IND,2011,4.865
India,IND,2012,8.323
India,IND,2013,7.016
India,IND,2014,9.804
India,IND,2015,1.965
India,IND,2016,1.744
India,IND,2017,3.554
India,IND,2018,6.575
India,IND,2019,0.054
India,IND,2020,-5.705
Indonesia,IDN,1966,22.481
Indonesia,IDN,1967,-29.747
Indonesia,IDN,1968,-25.225
Indonesia,IDN,1969,20.482
Indonesia,IDN,1970,-13
Indonesia,IDN,1971,14.943
Indonesia,IDN,1972,0
Indonesia,IDN,1973,-33
Indonesia,IDN,1974,8.955
Indonesia,IDN,1975,27.397
Indonesia,IDN,1976,0
Indonesia,IDN,1977,7.527
Indonesia,IDN,1978,33
Indonesia,IDN,1979,50.376
Indonesia,IDN,1980,26.5
Indonesia,IDN,1981,6.719
Indonesia,IDN,1982,-5.556
Indonesia,IDN,1983,0
Indonesia,IDN,1984,4.706
Indonesia,IDN,1985,237.079
Indonesia,IDN,1986,60.667
Indonesia,IDN,1987,56.777
Indonesia,IDN,1988,4.455
Indonesia,IDN,1989,50.084
Indonesia,IDN,1990,-3.738
Indonesia,IDN,1991,1.202
Indonesia,IDN,1992,22.065
Indonesia,IDN,1993,16.573
